变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,desc1_pt,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
6243,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从西尔佛检视镜，宝石手镯，防尘护目镜3个橙色携带道具中选择一个,開啟後可從西爾佛檢視鏡、寶石手鐲、防塵護目鏡（3個橙色攜帶道具）中選擇一個,"After opening, you can choose one item from the Silver Viewer, Gem Bracelet, and Dustproof Goggles (3 orange carryable items).","Sau khi mở, bạn có thể chọn một vật phẩm trong số kính xem xét Silver, vòng tay đá quý và kính bảo vệ chống bụi (3 vật phẩm mang theo màu cam).","열면 실버 뷰어, 보석 팔찌, 방진 고글(주황색 휴대용 아이템 3개) 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um item entre o Visor Silver, a Pulseira de Joias e os Óculos de Proteção contra Poeira (3 itens transportáveis laranja).","หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งรายการจาก กล้องส่อง Silver, กำไลอัญมณี และแว่นตาป้องกันฝุ่น (ไอเทมสีส้มแบบพกพา 3 ชิ้น)",,,,,,,,5,,16,9999999,{choose1={30409=1};choose3={30414=1};choose2={30411=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed acquisition method for obtaining this item.,Hiện tại không có phương thức thu thập cố định nào để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 획득 방법이 없습니다.,Atualmente não há nenhum método fixo de aquisição para obter este item.,ปัจจุบันไม่มีวิธีการได้รับไอเท็มนี้แบบตายตัว,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6244,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从共鸣元素，不朽之盾，精灵之笛3个橙色携带道具中选择一个,開啟後可從共鳴元素、不朽之盾、精靈之笛 3 個橙色攜帶道具中選擇一個,"After opening, you can choose one from three orange carry-on items: Resonance Element, Immortal Shield, and Elf Flute.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm mang theo màu cam: Nguyên tố cộng hưởng, Khiên bất tử và Sáo yêu tinh.","열면 공명 요소, 불멸의 방패, 요정의 피리 3가지 주황색 휴대 아이템 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos três itens laranja: Elemento de Ressonância, Escudo Imortal e Flauta de Elfo.",หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งรายการจากไอเทมสีส้ม 3 รายการ ได้แก่ องค์ประกอบเรโซแนนซ์ โล่แห่งอมตะ และขลุ่ยของเอลฟ์,,,,,,,,5,,16,9999999,{choose1={30407=1};choose3={30406=1};choose2={30403=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6245,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从赤焰之爪，强力手环，高能护腕3个橙色携带道具中选择一个,開啟後可從赤焰之爪、強力手環、高能護腕 3 個橙色攜帶道具中選擇一個,"After opening, you can choose one from three orange portable items: Fiery Claw, Powerful Bracelet, and High-Energy Guard.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm màu cam: Vuốt Lửa, Vòng Tay Mạnh Mẽ và Bảo Vệ Năng Lượng Cao.","열면 적염의 발톱, 강력한 팔찌, 고에너지 가드 3개의 주황색 휴대용 아이템 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos três itens transportáveis ​​laranja: Garra de Chama Vermelha, Pulseira Poderosa e Guarda de Alta Energia.","หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งรายการจากไอเทมพกพาสีส้ม 3 ชิ้นได้แก่ กรงเล็บเพลิงแดง, กำไลข้อมือทรงพลัง และอุปกรณ์ป้องกันพลังงานสูง",,,,,,,,5,,16,9999999,{choose1={30402=1};choose3={30405=1};choose2={30408=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6246,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从高能护腕，超级眼镜，超能腕表3个橙色携带道具中选择一个,開啟後可從高能護腕、超級眼鏡、超能腕表 3 個橙色攜帶道具中選擇一個,"After opening, you can choose one from three orange portable items: High-Energy Wristguard, Super Glasses, and Super Watch.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm màu cam: Vòng tay năng lượng cao, Kính siêu việt và Đồng hồ siêu năng lực.","열면 고에너지 손목 보호대, 슈퍼 안경, 초능력 시계 3가지 주황색 휴대용 아이템 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um dos três itens transportáveis laranjas: Protetor de pulso de alta energia, Óculos superpoderosos e Relógio superpoderoso.",หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งรายการจากไอเทมพกพาสีส้ม 3 ชิ้นได้แก่  ปลอกแขนพลังงานสูง แว่นตาซูเปอร์ และนาฬิกาซูเปอร์,,,,,,,,5,,16,9999999,{choose1={30404=1};choose3={30415=1};choose2={30412=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há uma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6247,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从西尔佛检视镜，宝石手镯，探宝器3个橙色携带道具中选择一个,開啟後可從西爾佛檢視鏡、寶石手鐲、探寶器三個橙色攜帶道具中選擇一個,"After opening, you can choose one from three orange portable items: Silver Viewer, Gem Bracelet, and Treasure Detector.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm mang theo màu cam: Kính kiểm tra Silver, Vòng tay đá quý và Máy dò tìm kho báu.","열면 실버 뷰어, 보석 팔찌, 보물 탐지기 세 가지 주황색 휴대용 아이템 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre três itens transportáveis laranja: Visor Silver, Bracelete de Gemas e Detector de Tesouros.","หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งในสามไอเทมพกพาสีส้มได้แก่ กล้องส่อง Silver, กำไลพลอย และเครื่องตรวจจับสมบัติ",,,,,,,,5,,16,9999999,{choose1={30409=1};choose3={30416=1};choose2={30411=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6248,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可从共鸣元素，博士面具，超级领针3个橙色携带道具中选择一个,開啟後可從共鳴元素、博士面具、超級領針3個橙色攜帶道具中選擇一個,"After opening, you can choose one from three orange carry-on items: Resonance Element, Doctor Mask, and Super Pin.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm mang theo màu cam: Nguyên tố cộng hưởng, Mặt nạ tiến sĩ và Siêu kim.","열면 공명 요소, 박사 가면, 슈퍼 핀 3가지 주황색 휴대용 아이템 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre três itens de transporte laranja: Elemento de Ressonância, Máscara do Doutor e Super Agulha.","หลังจากเปิดแล้ว คุณสามารถเลือกหนึ่งรายการจากไอเทมสีส้ม 3 ชิ้น ได้แก่ ชิ้นส่วนเรโซแนนซ์, หน้ากากด็อกเตอร์ และเข็มซูเปอร์",,,,,,,,5,,16,9999999,{choose1={30407=1};choose3={30413=1};choose2={30410=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed acquisition method for this item.,Hiện tại không có phương pháp thu thập cố định nào cho vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법은 없습니다.,Atualmente não há um método fixo de aquisição para este item.,ปัจจุบันไม่มีวิธีการได้รับไอเท็มนี้ที่แน่นอน,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6249,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可选择高能护腕，精灵之笛，现形镜其中之一,開啟後可選擇高能護腕、精靈之笛、現形鏡其中之一,"After opening, you can choose one of: High-Energy Wristguard, Elf Flute, or Manifestation Mirror.","Sau khi mở, bạn có thể chọn một trong ba vật phẩm: Găng tay năng lượng cao, Sáo tiên, hoặc Gương hiện hình.","열면 고에너지 손목 보호대, 요정 피리, 현현 거울 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre: Protetor de pulso de alta energia, Flauta élfica ou Espelho de manifestação.",หลังจากเปิดแล้ว สามารถเลือกได้หนึ่งชิ้นจาก:  กำไลพลังงานสูง ขลุ่ยเอลฟ์ หรือ กระจกสะท้อนภาพ,,,,,,,,5,,16,9999999,{choose1={30404=1};choose3={30417=1};choose2={30406=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6250,橙色携带道具宝箱,橙色攜帶道具寶箱,Legendary Held Item Chest,Rương Vật Phẩm Huyền Thoại,전설 소지 아이템 상자,Baú de Itens Lendários,หีบไอเทมพกพาระดับตำนาน,,TRUE,config/item/box/box_11_3.png,打开后可选择极巨腕带，强力手环，防尘护目镜其中之一,開啟後可選擇極巨腕帶、強力手環、防塵護目鏡其中之一,"After opening, you can choose one of: Gigantamax Wristband, Power Band, or Dustproof Goggles.","Sau khi mở, bạn có thể chọn một trong ba: Vòng tay Cự đại, Vòng tay sức mạnh, hoặc Kính bảo hộ chống bụi.","열면 거대화 팔찌, 강력 팔찌, 방진 고글 중 하나를 선택할 수 있습니다.","Após abrir, você pode escolher um entre: Pulseira Gigantamax, Pulseira de Força ou Óculos de Proteção contra Poeira.","หลังจากเปิดแล้ว สามารถเลือกได้หนึ่งชิ้นจาก: เข็มขัดยักษ์, สายรัดข้อมือพลัง, หรือแว่นตาป้องกันฝุ่น",,,,,,,,5,,16,9999999,{choose1={30408=1};choose3={30414=1};choose2={30405=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed acquisition method to obtain this item.,Hiện tại không có phương thức lấy cố định để có được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 획득 방법이 없습니다.,Atualmente não há um método fixo de aquisição para obter este item.,ปัจจุบันไม่มีวิธีการได้รับไอเท็มนี้อย่างแน่นอน,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6251,S1通行证碎片宝箱,S1通行證碎片寶箱,S1 Pass Fragment Treasure Chest,Rương báu mảnh vé S1,S1 패스 조각 보물 상자,Baú do Tesouro de Fragmentos de Passe S1,กล่องสมบัติเศษชิ้นส่วนบัตรผ่าน S1,,TRUE,config/item/box/box_s1.png,"S1通行证碎片宝箱,打开后可选择急冻鸟,火焰鸟,闪电鸟,水君碎片,雷公碎片,炎帝碎片其中之一",S1通行證碎片寶箱，打開後可選擇急凍鳥、火焰鳥、闪电鳥、水君碎片、雷公碎片、炎帝碎片其中之一。,"S1 Pass Fragment Chest, opening it allows you to choose one of: Articuno, Moltres, Zapdos, Suicune, Raikou, Entei fragments.","Rương mảnh vé S1, mở ra cho phép bạn chọn một trong các mảnh: Articuno, Moltres, Zapdos, Suicune, Raikou, Entei.","S1 패스 조각 상자, 열면 Articuno, Moltres, Zapdos, Suicune, Raikou, Entei 조각 중 하나를 선택할 수 있습니다.","Baú de Fragmentos de Passe S1, ao abri-lo você pode escolher um dos fragmentos: Articuno, Moltres, Zapdos, Suicune, Raikou, Entei.","กล่องเศษชิ้นส่วน通行证 S1 เมื่อเปิดจะสามารถเลือกชิ้นส่วน Articuno, Moltres, Zapdos, Suicune, Raikou, Entei ได้หนึ่งชิ้น",,,,,,,,5,,16,9999999,{choose3={21241=1};choose4={20721=1};choose5={20731=1};choose1={21221=1};choose6={20741=1};choose2={21231=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não existe um método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6252,S2通行证碎片宝箱,S2通行證碎片寶箱,S2 Pass Fragment Chest,Rương mảnh vé S2,S2 패스 조각 상자,Baú de Fragmentos de Passe S2,กล่องเศษชิ้นส่วนบัตรผ่าน S2,,TRUE,config/item/box/box_s2.png,"S2通行证碎片宝箱,打开后可选择巨金怪碎片，路卡利欧碎片，雷吉斯奇鲁碎片，班吉拉斯碎片，暴鲤龙碎片，索罗亚碎片其中之一",S2通行證碎片寶箱，開啟後可選擇巨金怪碎片、路卡利歐碎片、雷吉斯奇魯碎片、班吉拉斯碎片、暴鯉龍碎片、索羅亞碎片其中之一,"S2 Pass Fragment Treasure Box, opening it allows you to choose one of the following fragments: Regigigas, Lucario, Registeel, Tyranitar, Gyarados, Zoroark.","Hòm mảnh vé S2, mở ra cho phép bạn chọn một trong các mảnh vỡ sau: Regigigas, Lucario, Registeel, Tyranitar, Gyarados, Zoroark.","S2 패스 조각 보물 상자, 열면 레지기가스 조각, 루카리오 조각, 레지스틸 조각, 텅구리 조각, 갸라도스 조각, 조로아크 조각 중 하나를 선택할 수 있습니다.","Caixa de Fragmentos de Passe S2, ao abrir você pode escolher um dos seguintes fragmentos: Regigigas, Lucario, Registeel, Tyranitar, Gyarados, Zoroark.","กล่องสมบัติเศษชิ้นส่วนบัตรผ่าน S2 เมื่อเปิดจะสามารถเลือกเศษชิ้นส่วนหนึ่งชิ้นจากต่อไปนี้ได้: เรจิกิแกส, ลูคาริโอ, เรจิสตีล, ไทแรนนิทาร์, แกยาราโดส, โซโรอาร์ค",,,,,,,,5,,16,9999999,{choose3={21931=1};choose4={21251=1};choose5={20631=1};choose1={21901=1};choose6={22821=1};choose2={22241=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há um método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6253,S3通行证碎片宝箱,S3通行證碎片寶箱,S3 Pass Fragment Chest,Rương mảnh vé S3,S3 패스 조각 상자,Baú de Fragmentos de Passe S3,กล่องเศษชิ้นส่วนบัตรผ่าน S3,,TRUE,config/item/box/box_s3.png,"S3通行证碎片宝箱,打开后可选择雷公碎片，炎帝碎片，水君碎片，雷吉洛克碎片，雷吉艾斯碎片，木木枭碎片，克雷色利亚碎片，藤藤蛇碎片，圆陆鲨碎片其中之一",S3通行證碎片寶箱，打開後可選擇雷公碎片、炎帝碎片、水君碎片、雷吉洛克碎片、雷吉艾斯碎片、木木梟碎片、克雷色利亞碎片、藤藤蛇碎片、圓陸鯊碎片其中之一,"S3 Pass Fragment Treasure Box, opening it allows you to choose one of the following fragments: Raikou, Entei, Suicune, Regirock, Regice, Rowlet, Cresselia, Serperior, or Garchomp.","Hòm mảnh vé S3, mở ra cho phép bạn chọn một trong các mảnh vỡ sau: Raikou, Entei, Suicune, Regirock, Regice, Rowlet, Cresselia, Serperior hoặc Garchomp.","S3 패스 조각 보물 상자, 열면 라이코, 엔테이, 앤테이, 레지락, 레지아이스, 모크나, 크레세리아, 쥬피썬더, 맘모꾸리 조각 중 하나를 선택할 수 있습니다.","Caixa de Fragmentos de Passe S3, ao abri-la você pode escolher um dos seguintes fragmentos: Raikou, Entei, Suicune, Regirock, Regice, Rowlet, Cresselia, Serperior ou Garchomp.","กล่องสมบัติเศษชิ้นส่วนพาส S3 เมื่อเปิดจะสามารถเลือกเศษชิ้นส่วนหนึ่งชิ้นจากต่อไปนี้ได้แก่  雷公, 炎帝, 水君, 雷吉洛克, 雷吉艾斯, มุคุฮู, เครเซเลีย, จูเทน, หรือ แกมกุน",,,,,,,,5,,16,9999999,{choose3={21241=1};choose8={22471=1};choose5={21921=1};choose2={21231=1};choose7={22401=1};choose4={21911=1};choose9={22231=1};choose1={21221=1};choose6={23661=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6254,S4通行证碎片宝箱,S4通行證碎片寶箱,S4 Pass Fragment Chest,Rương mảnh vé S4,S4 패스 조각 상자,Baú de Fragmentos do Passe S4,กล่องเศษชิ้นส่วนบัตรผ่าน S4,,TRUE,config/item/box/box_s4.png,"S4通行证碎片宝箱,打开后可选择闪电鸟碎片，火焰鸟碎片，急冻鸟碎片，宝贝龙碎片，铁哑铃碎片，牙牙碎片，利欧路碎片，雷吉斯奇鲁碎片，火神蛾碎片其中之一",S4通行證碎片寶箱，打開後可選擇閃電鳥碎片、火焰鳥碎片、急凍鳥碎片、寶貝龍碎片、鐵啞鈴碎片、牙牙碎片、利歐路碎片、雷吉斯奇魯碎片、火神蛾碎片其中之一,"S4 Pass Fragment Treasure Box.  Opening it allows you to choose one of the following fragments: Zapdos, Moltres, Articuno, Dratini, Metang, Larvitar, Riolu, Regice, or Volcarona.","Hòm mảnh vé S4. Mở ra sẽ cho phép bạn chọn một trong các mảnh sau: Zapdos, Moltres, Articuno, Dratini, Metang, Larvitar, Riolu, Regice hoặc Volcarona.","S4 패스 조각 보물 상자. 열면 썬더볼트, 파이어, 프리져, 미뇽, 메탕, 애버라스, 리오르, 레지아이스, 벌크몬 조각 중 하나를 선택할 수 있습니다.","Baú de Fragmentos de Passe S4. Ao abri-lo, você pode escolher um dos seguintes fragmentos: Zapdos, Moltres, Articuno, Dratini, Metang, Larvitar, Riolu, Regice ou Volcarona.","กล่องสมบัติเศษชิ้นส่วนพาส S4 เมื่อเปิดจะสามารถเลือกเศษชิ้นส่วนหนึ่งชิ้นจากต่อไปนี้ได้: แซปดอส, มอลเทรส, อาร์ติคูโน, แดรทินี่, เมทัง, ลาร์วิทาร์, ริโอลู, เรจิไอซ์ หรือ วอลคารอนา",,,,,,,,5,,16,9999999,{choose3={20721=1};choose8={21931=1};choose5={21901=1};choose2={20741=1};choose7={22241=1};choose4={21891=1};choose9={23151=1};choose1={20731=1};choose6={23001=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed way to obtain this item.,Hiện tại không có cách nào cố định để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhuma maneira fixa de obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการได้รับไอเท็มนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
6255,S5通行证碎片宝箱,S5通行證碎片寶箱,S5 Pass Fragment Chest,Rương mảnh vé S5,S5 패스 조각 상자,Baú de Fragmentos de Passe S5,กล่องเศษชิ้นส่วนบัตรผ่าน S5,,TRUE,config/item/box/box_s5.png,"S5通行证碎片宝箱,打开后可选择雷公碎片，炎帝碎片，水君碎片，暴鲤龙碎片，索罗亚碎片，幼基拉斯碎片，圆陆鲨碎片，木木枭碎片，乘龙碎片，超坏星碎片其中之一",S5通行證碎片寶箱，打開後可選擇雷公碎片、炎帝碎片、水君碎片、暴鯉龍碎片、索羅亞碎片、幼基拉斯碎片、圓陸鯊碎片、木木梟碎片、乘龍碎片、超壞星碎片其中之一。,"S5 Pass Fragment Treasure Box. Upon opening, you can choose one of the following fragments: Raikou, Entei, Suicune, Gyarados, Zoroark, Goomy, Golett, Rowlet, Lapras, or Darkrai.","Hòm mảnh vé S5. Khi mở, bạn có thể chọn một trong các mảnh sau: Raikou, Entei, Suicune, Gyarados, Zoroark, Goomy, Golett, Rowlet, Lapras hoặc Darkrai.","S5 패스 조각 보물 상자. 열면 라이코, 엔테이, 앤테이, 갸라도스, 조로아크, 굿이, 골뱃, 롤렛, 랩퍼스, 다크라이 조각 중 하나를 선택할 수 있습니다.","Caixa de Fragmentos de Passe S5. Ao abrir, você pode escolher um dos seguintes fragmentos: Raikou, Entei, Suicune, Gyarados, Zoroark, Goomy, Golett, Rowlet, Lapras ou Darkrai.","กล่องสมบัติเศษชิ้นส่วนบัตรผ่าน S5 เมื่อเปิดจะสามารถเลือกเศษชิ้นส่วนหนึ่งชิ้นจากต่อไปนี้ได้:  雷公, 炎帝, 水君,  暴鲤龙,  索羅亞, 幼基拉斯, 圓陸鯊, 木木梟,  乘龙, 超坏星",,,,,,,,5,,16,9999999,{choose3={21241=1};choose8={23661=1};choose5={22821=1};choose2={21231=1};choose7={22231=1};choose4={20631=1};choose9={20641=1};choose1={21221=1};choose10={23771=1};choose6={21251=1}},{},{},{},<3>,<1>,0,0,99,99,0,,,,,,,,暂无固定获取途径可获得该物品,目前沒有固定的取得途徑可以獲得此物品,There is currently no fixed method to obtain this item.,Hiện tại không có phương pháp cố định nào để lấy được vật phẩm này.,현재 이 아이템을 얻을 수 있는 고정된 방법이 없습니다.,Atualmente não há nenhum método fixo para obter este item.,ปัจจุบันไม่มีวิธีการที่แน่นอนในการรับไอเทมนี้,{drawcard=false;gain=false},5,0,20180101,500,1,1,1,{},FALSE
