变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalk_pt,topTalk_th,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,roleName_pt,roleName_th,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
10103,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,小心，前方野生的精灵看起来很生气的样子，洛托,小心，前方野生的精靈看起來很生氣的樣子，洛托,"Be careful, the wild Pokémon over there looks very angry, Lotto.","Cẩn thận, Pokémon hoang dã ở đằng kia trông rất tức giận, Lotto.","조심해, 전방의 야생 포켓몬이 매우 화나있는 것 같아, 로토","Cuidado, o Pokémon selvagem ali parece muito bravo, Lotto.",ระวังด้วยนะ โปเกมอนป่าตรงนั้นดูโกรธมากเลย ล็อตโต้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10104,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,小菜一碟啦，看我来收拾他们,小菜一碟啦，看我來收拾他們,"That was a piece of cake, let me finish them off","Chuyện nhỏ như con thỏ, để mình xử lý chúng","이 정도는 쉽지, 놈들을 정리하고 올게","Isso foi moleza, deixe-me acabar com eles",เรื่องง่ายๆ ให้ฉันจัดการพวกมันเอง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10110,,0,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,刚才好险啊，没想到还有那么脾气暴躁的精灵,剛才好險啊，沒想到還有那麼脾氣暴躁的精靈,"Phew, that was so close! I didn't expect to meet such an aggressive Pokémon","Phù, suýt nữa thì! Mình không ngờ lại gặp một con Pokémon hung hãn như vậy","방금 정말 위험했어, 저렇게 성격 더러운 포켓몬이 있을 줄이야","Ufa, essa foi por pouco! Não esperava encontrar um Pokémon tão agressivo",เฮ้อ เกือบไปแล้ว! ไม่คิดว่าจะเจอโปเกมอนที่ก้าวร้าวขนาดนี้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10111,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,还好我实力强,還好我實力強,"Fortunately, I am quite strong",May mắn là mình khá mạnh,내가 강해서 다행이야,"Felizmente, eu sou bem forte",โชคดีที่ฉันค่อนข้างแข็งแกร่ง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10112,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,70803,,<>,嗷呜,嗷嗚,Howl!!!,Gào!!!,아울,Uivo!!!,โฮก!!!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10113,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<101>,,{y=600;x=-30},<>,哇，吓我一跳,哇，嚇我一跳,"Woah, that surprised me","Woah, làm mình giật cả mình","으악, 깜짝이야","Uau, isso me assustou",โว้ว ตกใจหมดเลย,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10114,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,你不要总那么一惊一乍的，搞得我都被吓到了，让我来安排一下他吧,你不要總那麼一驚一乍的，搞得我都被嚇到了，讓我來安排一下他吧,Don't be so easily startled and make me scared too. Let me settle it.,Đừng dễ dàng giật mình như vậy và làm mình sợ theo chứ. Để mình giải quyết.,"계속 갑자기 놀라지 마, 나까지 놀랐잖아, 놈을 손봐주고 오자",Não se assuste tão facilmente e me assuste também. Deixe-me resolver isso.,อย่าตกใจง่ายนักสิ แล้วก็ทำให้ฉันกลัวไปด้วยเลย ให้ฉันจัดการเอง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10120,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,呀嚯，你也是来参加对战祭典的嘛？,呀謔，你也是來參加對戰祭典的嘛？,Oh? You're here for the Battle Festival as well?,Ồ? Cậu cũng đến đây để tham gia Lễ hội Chiến đấu à?,"헬로, 너도 배틀 축제에 참가하러 온 것인가?",Oh? Você também está aqui para o Festival de Batalha?,โอ้? เธอก็มาที่นี่เพื่อเทศกาลต่อสู้เหมือนกันเหรอ?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10121,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,那是啥？,那是啥？,What's that?,Đó là gì vậy?,그게 뭐죠?,O que é isso?,นั่นคืออะไรน่ะ?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10122,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,啥！你居然不知道就来了嘛,啥！你居然不知道就來了嘛,What! You actually came without knowing?,Cái gì! Cậu thực sự đến mà không biết sao?,엥! 아무것도 모르고 온 거라니,O quê! Você veio sem saber?,อะไรนะ! เธอมาโดยที่ไม่รู้เรื่องเลยเหรอ?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10123,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,那是这个部落的传统活动，正好这时候要开始了，我是来参加和取材的，不介意陪我对战吧？,那是這個部落的傳統活動，正好這時候要開始了，我是來參加和取材的，不介意陪我對戰吧？,That's a traditional festival of this tribe which happens to be held at this time. I'm here to join the event and gather some materials. I'm sure you won't mind fighting against with me?,"Đó là một lễ hội truyền thống của bộ lạc này, tình cờ được tổ chức vào thời điểm này. Mình đến đây để tham gia sự kiện và thu thập một số vật liệu. Mình chắc chắn cậu sẽ không phiền khi đấu với mình chứ?","이 부락의 전통 축제란다. 마침 시작할 시기가 됐지. 나는 참가 및 재료를 얻으러 왔는데, 나랑 한 번 겨뤄보지 않겠나?",É um festival tradicional desta tribo que por acaso está sendo realizado agora. Estou aqui para participar do evento e coletar alguns materiais. Tenho certeza que você não se importaria de lutar comigo?,มันเป็นเทศกาลประจำเผ่านี้ ซึ่งบังเอิญจัดขึ้นในช่วงนี้พอดี ฉันมาที่นี่เพื่อร่วมงานและเก็บวัตถุดิบบางอย่าง ฉันแน่ใจว่าเธอคงไม่รังเกียจที่จะสู้กับฉันใช่ไหม?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10124,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,只要是对战，来者不拒！,只要是對戰，來者不拒！,I welcome all 1v1 battles!,Mình chào đón tất cả các trận đấu 1v1!,"배틀이라면, 언제든지 환영이죠!",Eu aceito todas as batalhas 1v1!,ฉันยินดีรับการต่อสู้ 1 ต่อ 1 ทุกครั้ง!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10130,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,想不到你年纪轻轻，对战却很有一套啊,想不到你年紀輕輕，對戰卻很有一套啊,It's rare for someone as young as you to be that good in fighting,Hiếm có người trẻ như cậu lại giỏi chiến đấu đến vậy,"나이도 젊어 보이는데, 배틀은 꽤 하는 구나",É raro alguém tão jovem quanto você ser tão bom em lutar,หายากนะที่คนหนุ่มสาวอย่างเธอจะเก่งกาจในการต่อสู้ขนาดนี้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10131,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,那还用说,那還用說,That goes without saying,Điều đó là đương nhiên,당연하죠,Isso nem se fala,นั่นมันแน่นอนอยู่แล้ว,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10132,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,看来你将来前途无量啊，我能先要个签名么,看來你將來前途無量啊，我能先要個簽名麼,"You'll have a bright future, can I get your signature first?","Cậu sẽ có một tương lai tươi sáng, mình có thể xin chữ ký của cậu trước được không?","잠재력이 엄청나구나, 지금 싸인을 받아둬도 되겠니?","Você terá um futuro brilhante, posso pegar seu autógrafo primeiro?",เธอจะมีอนาคตที่สดใส ขอฉันขอลายเซ็นเธอก่อนได้ไหม?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10133,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,（接过纸笔）诺，拿好了，将来在我赢了冠军大赛后来采访我吧,（接過紙筆）諾，拿好了，將來在我贏了冠軍大賽後來採訪我吧,"(Takes the pen and paper) Here, take it. Interview me when I win the championship.","(Lấy bút và giấy) Đây, cầm lấy. Hãy phỏng vấn mình khi mình giành chức vô địch.","(펜과 종이를 건네받으며)여기요, 나중에 제가 월드 챔피언십에서 우승을 하면 그때 다시 찾아오세요","(Pega a caneta e o papel) Aqui, pegue. Me entreviste quando eu ganhar o campeonato.",(หยิบปากกาและกระดาษ) นี่ เอาไปเลย สัมภาษณ์ฉันตอนที่ฉันได้แชมป์นะ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10134,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<7>,,,<>,嚯，志向高远啊，那就一言为定咯！,謔，志向高遠啊，那就一言為定咯！,"Wow, you're ambitious! You have my word!","Wow, cậu thật tham vọng! Mình hứa với cậu!","호오, 굉장한 목표구나, 그럼 약속하마!","Uau, você é ambicioso! Você tem a minha palavra!",ว้าว นายมีความทะเยอทะยานดีนี่! ฉันสัญญาเลย!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10140,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<23>,,,<>,你好啊，新来的训练家，要想参加祭典你得先打败我哦,你好啊，新來的訓練家，要想參加祭典你得先打敗我哦,"Hello, new trainer! Defeat me first if you want to join the festival!",Chào huấn luyện viên mới! Hãy đánh bại mình trước nếu cậu muốn tham gia lễ hội!,"안녕, 새로운 트레이너, 축제에 참여하고 싶으면 먼저 나를 이겨야만 해","Olá, novo treinador! Derrote-me primeiro se quiser participar do festival!",สวัสดี เทรนเนอร์หน้าใหม่! ถ้าอยากเข้าร่วมเทศกาลก็ต้องเอาชนะฉันให้ได้ก่อน!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10141,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,只要是对战，来者不拒！,只要是對戰，來者不拒！,I welcome all 1v1 battles!,Mình chào đón tất cả các trận đấu 1v1!,"배틀이라면, 언제든지 환영이죠!",Eu aceito todas as batalhas 1v1!,ฉันยินดีรับการต่อสู้ 1 ต่อ 1 ทุกครั้ง!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10142,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<23;resAct>,,,<>,现在的年轻人口气真大，来吧，让我见识一下你的实力,現在的年輕人口氣真大，來吧，讓我見識一下你的實力,"Youngsters nowadays are so full of themsPokémon. C'mon, show me what you've got","Giới trẻ ngày nay thật tự cao. Nào, cho mình xem thực lực của cậu","요즘 젊은이들은 정말 거침없다니까. 와라, 네 실력을 보여줘","Os jovens de hoje em dia são tão cheios de si. Vamos, me mostre do que você é capaz",เด็กสมัยนี้ช่างเต็มไปด้วยตัวเองจริงๆ มาเลย แสดงให้ฉันเห็นฝีมือของเธอหน่อย,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10150,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<21>,,,<>,让我看看我最后要对战的人是谁吧！,讓我看看我最後要對戰的人是誰吧！,Let's see who I will fight last!,Để xem mình sẽ đấu với ai cuối cùng!,마지막으로 상대할 사람이 누군지 보자!,Vamos ver contra quem vou lutar por último!,มาดูกันว่าฉันจะได้สู้กับใครเป็นคนสุดท้าย!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10151,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,诶！,誒！,Hey!,Này!,야!,Ei!,เฮ้!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10152,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<21>,,,<>,诶！,誒！,Hey!,Này!,야!,Ei!,เฮ้!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10153,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,没想到会和你在这里对战啊，有段时间不见了吧,沒想到會和你在這裡對戰啊，有段時間不見了吧,I didn’t expect to play against you here. I've not heard from you for a while.,Mình không ngờ lại đấu với cậu ở đây. Lâu rồi không nghe tin tức gì từ cậu.,"여기서 너와 배틀을 하게 될 줄이야, 오랜만이네",Não esperava jogar contra você aqui. Não tenho notícias suas há um tempo.,ไม่คิดว่าจะได้เจอกับนายที่นี่ ไม่ได้ข่าวคราวนายมาสักพักแล้ว,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10154,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<21>,,,<>,我也变强了哦，来试试身手吧，你可得用尽全力哦,我也變強了哦，來試試身手吧，你可得用盡全力哦,"I've gotten stronger too. Let's spar, and do your best","Mình cũng đã trở nên mạnh hơn rồi. Hãy đấu một trận đi, và hãy cố hết sức nhé","나도 강해졌다고. 어디 실력을 봐볼까, 전력을 다해야 할 거야","Eu também fiquei mais forte. Vamos treinar, e dê o seu melhor",ฉันเองก็แข็งแกร่งขึ้นเหมือนกัน มาประลองกันหน่อยเถอะ สู้ให้เต็มที่เลยนะ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10155,,12000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0;resAct>,,,<>,那是当然！,那是當然！,That's of course!,Tất nhiên rồi!,당연한 말씀!,É claro!,แน่นอนอยู่แล้ว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10160,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<21>,,,<>,"哎呀呀，失手了呢,你变强了很多嘛","哎呀呀，失手了呢,你變強了很多嘛","Oops, that's a slip up. You've become stronger!","Ối, đó là một sai lầm. Cậu đã trở nên mạnh hơn!","어이쿠, 실수 했네, 많이 강해졌구나 너","Ops, foi um deslize. Você ficou mais forte!",อุ๊ย พลาดไปหน่อย นายแข็งแกร่งขึ้นนะ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10161,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,你也是啊，这次对战让我受益良多呢。,你也是啊，這次對戰讓我受益良多呢。,"You too, I've gained a lot from this battle.","Cậu cũng vậy, mình đã học được rất nhiều từ trận đấu này.","너도 그래, 이번 배틀에서 많은 것을 배웠어.","Você também, aprendi muito com esta batalha.",นายก็เหมือนกัน ฉันได้อะไรเยอะแยะจากการต่อสู้ครั้งนี้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10162,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<21>,,,<>,你也别客气了，既然你赢了，那就开心点，将来再来对战吧,你也別客氣了，既然你贏了，那就開心點，將來再來對戰吧,You're welcome. Be proud of your victory and feel free to come back for another round of battle in the future!,Không có gì. Hãy tự hào về chiến thắng của mình và cứ tự nhiên quay lại để đấu một trận khác trong tương lai!,"겸손하기는, 너가 이겼으니 기뻐하라고, 나중에 다시 도전할 테니까",De nada. Orgulhe-se de sua vitória e sinta-se à vontade para voltar para outra rodada de batalha no futuro!,ไม่เป็นไร ภูมิใจในชัยชนะของเธอเถอะ และกลับมาสู้กันอีกครั้งในอนาคตได้เลย!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10163,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,再来对战吧,再來對戰吧,Let's fight again!,Hãy đấu lại nào!,다음에 또 배틀하자,Vamos lutar de novo!,มาสู้อีกครั้งกันเถอะ!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10200,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,这阴森森的感觉，不会有幽灵吧，洛托,這陰森森的感覺，不會有幽靈吧，洛托,"This feels eerie. Do you think there're ghosts here, Lotto?","Cảm giác này thật kỳ lạ. Cậu có nghĩ ở đây có ma không, Lotto?","이 음침한 기운, 설마 귀신이 있는 건 아니겠지, 로토","Isso parece sinistro. Você acha que tem fantasmas aqui, Lotto?",รู้สึกแปลกๆ จัง นายว่าที่นี่มีผีไหม ล็อตโต้?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10201,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,你别自己吓自己了，肯定又是野生的精灵吧，看我的,你別自己嚇自己了，肯定又是野生的精靈吧，看我的,"Don't scare yourself, I'm sure it's just another wild Pokémon. Watch me.","Đừng tự dọa mình, mình chắc chắn đó chỉ là một con Pokémon hoang dã khác thôi. Xem mình đây.","뭘 그리 겁먹고 있어, 분명 야생의 포켓몬이겠지, 내가 하는 걸 봐봐","Não se assuste, tenho certeza que é apenas outro Pokémon selvagem. Observe-me.",อย่ากลัวไปเลย ฉันแน่ใจว่ามันก็แค่โปเกมอนป่าอีกตัวน่ะแหละ ดูฉันนะ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10210,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,诶，这个声音，不敢相信，居然是梦幻诶,誒，這個聲音，不敢相信，居然是夢幻誒,"Ah, this voice. Unbelievable, it's actually a dream","À, giọng nói này. Không thể tin được, thực ra đó là một giấc mơ","어라, 이 소리는, 설마, 뮤인가","Ah, essa voz. Inacreditável, na verdade é um sonho",อ๊ะ เสียงนี้ ไม่น่าเชื่อเลย มันเป็นแค่ความฝัน,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10211,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,梦幻？,夢幻？,Mew?,Mew?,뮤?,Mew?,มิว?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10212,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,你连这个都不知道嘛！那可是传说中的精灵啊，多少人一辈子都见不到一次啊！,你連這個都不知道嘛！那可是傳說中的精靈啊，多少人一輩子都見不到一次啊！,How can you not know this! That ’That’s the Legendary Pokémon. There are so many people who don’t get to see it once in their lifetime!,Sao cậu lại không biết điều này! Đó là Pokémon huyền thoại. Có rất nhiều người cả đời cũng không được thấy nó một lần!,"그것도 모르다니! 전설의 포켓몬이잖아, 평생 한 번 볼까 말까 할 포켓몬이라고!",Como você não sabe disso! Esse é o Pokémon Lendário. Há tantas pessoas que não conseguem vê-lo uma vez na vida!,ทำไมเธอถึงไม่รู้จักล่ะ! นั่นคือโปเกมอนในตำนานนะ มีคนมากมายที่ทั้งชีวิตก็ไม่ได้เห็นมันสักครั้ง!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10213,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,771,,<>,miu,miu,miu!,miu!,뮤,miu!,มิว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10214,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,好萌的样子,好萌的樣子,So cute,Dễ thương quá,너무 귀엽잖아,Tão fofo,น่ารักจัง,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10215,,12000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,771,,<>,miu！,miu！,miu!,miu!,뮤!,miu!,มิว!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10216,,14000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,似乎是想和你对战看看的样子，洛托,似乎是想和你對戰看看的樣子，洛托,"Seems like he wants to fight against you, Lotto","Có vẻ như nó muốn đấu với cậu, Lotto","너랑 배틀을 하고 싶어하는 거 같은데, 로토","Parece que ele quer lutar contra você, Lotto",ดูเหมือนเขาอยากจะสู้กับเธอนะ ล็อตโต้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10217,,16000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,来吧！,來吧！,C'mon!,Ra nào!,와라!,Vamos lá!,มาเลย!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10220,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,761,,<>,啊！啊！啊！！！！！,啊！啊！啊！！！！！,Ah! Ah! Ah!!!!!,Á! Á! Á!!!!!,아! 아! 아!!!!!,Ah! Ah! Ah!!!!!,อ๊ะ! อ๊ะ! อ๊ะ!!!!!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10221,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,什么情况，吓我一跳,什麼情況，嚇我一跳,"What just happened, that's gave me a scare","Chuyện gì vừa xảy ra vậy, làm mình sợ quá","무슨 일이야, 깜짝 놀랐네","O que acabou de acontecer, isso me deu um susto",เมื่อกี้เกิดอะไรขึ้น ทำฉันตกใจหมดเลย,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10222,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,哇，居然是超梦诶！,哇，居然是超夢誒！,"Wow, it's Mewtwo!","Wow, đó là Mewtwo!","와, 뮤츠야!","Uau, é o Mewtwo!",ว้าว นั่นมันมิวทู!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10223,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,761,,<>,啊！啊！我是谁！这里是哪里！！！你又是谁？？？？,啊！啊！我是誰！這裡是哪裡！！！你又是誰？？？？,Ah! Ah! Who am I! Where's this place!!! Who are you????,Á! Á! Tôi là ai! Đây là đâu!!! Các người là ai????,아! 아! 나는 누구지! 이곳은 어디고!!! 너는 또 누구야????,Ah! Ah! Quem sou eu! Onde é este lugar!!! Quem são vocês????,อ๊ะ! อ๊ะ! ฉันคือใคร! ที่นี่ที่ไหน!!! พวกแกเป็นใคร????,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10224,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,诶，这只精灵居然会讲人话诶,誒，這只精靈居然會講人話誒,"Wow, this Pokémon can actually speak our language","Wow, con Pokémon này thực sự có thể nói ngôn ngữ của chúng ta","와, 이 포켓몬 사람 말을 할 줄 아네","Uau, este Pokémon pode realmente falar nossa língua",ว้าว โปเกมอนตัวนี้พูดภาษาเราได้ด้วย,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10225,,12000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<101>,,{y=600;x=-30},<>,非常稀有的精灵呢，洛托,非常稀有的精靈呢，洛托,"That's a rare Pokémon, Lotto","Đó là một Pokémon hiếm, Lotto","정말 희귀한 포켓몬이지, 로토","É um Pokémon raro, Lotto",นั่นเป็นโปเกมอนที่หายากนะ ล็อตโต้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10226,,14000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,761,,<>,人类！人类！！！所有的人类都应该毁灭！,人類！人類！！！所有的人類都應該毀滅！,Humans! Humans!!! Humans should be destroyed!,Con người! Con người!!! Con người nên bị hủy diệt!,인간! 인간!!! 모든 인간은 멸망해야만 한다!,Humanos! Humanos!!! Os humanos devem ser destruídos!,มนุษย์! มนุษย์!!! มนุษย์ควรถูกทำลาย!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10227,,16000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,为什么会这样？！,為什麼會這樣？！,How did this happen?!,Làm sao chuyện này lại xảy ra?!,왜 그러는 거야?!,Como isso aconteceu?!,เกิดเรื่องแบบนี้ได้ยังไง?!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10228,,18000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,,,,<>,接受毁灭吧，人类！,接受毀滅吧，人類！,"Face your destruction, humans!","Hãy đối mặt với sự hủy diệt của các người, hỡi con người!",파멸을 받아들여라 인간!,"Enfrentem sua destruição, humanos!",จงเผชิญหน้ากับความพินาศของพวกแกซะเถอะ มนุษย์!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10230,,2000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,,761,,<>,看来我的能力还没恢复，人类，后会有期了，下次见面不会放过你的！,看來我的能力還沒恢復，人類，後會有期了，下次見面不會放過你的！,"Seems like my powers are not yet restored. Human, I shall meet you again. I'll not go easy on you the next time!","Có vẻ như sức mạnh của tôi chưa được phục hồi hoàn toàn. Con người, tôi sẽ gặp lại các người. Lần sau tôi sẽ không nương tay đâu!","아직 내 힘이 돌아오지 않았군. 인간, 다음에 다시 만나지, 그때는 봐주지 않으마!","Parece que meus poderes ainda não foram restaurados. Humano, nos encontraremos novamente. Não pegarei leve com você da próxima vez!",ดูเหมือนพลังของฉันยังไม่ฟื้นฟูเต็มที่ มนุษย์ ฉันจะกลับมาพบพวกแกอีกครั้ง คราวหน้าฉันจะไม่ออมมือให้แน่!,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10231,,4000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,诶，不是，你等一下，怎么回事啊,誒，不是，你等一下，怎麼回事啊,"Hey no, wait up, what's going on?","Này không, đợi đã, chuyện gì đang xảy ra vậy?","어이, 잠깐, 아니, 이게 무슨 상황이야","Ei, não, espere, o que está acontecendo?",เฮ้ ไม่นะ รอเดี๋ยว เกิดอะไรขึ้น?,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10232,,6000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,飞走了呢，洛托,飛走了呢，洛托,"It flew away, Lotto","Nó bay đi rồi, Lotto","가버렸네, 로토","Ele voou para longe, Lotto",มันบินไปแล้ว ล็อตโต้,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10233,,8000,2000,0,TRUE,FALSE,,0,,2,<>,<>,2,<101>,,{y=600;x=-30},<>,他好像经历了什么不好的事情呢,他好像經歷了什麼不好的事情呢,He seems to have experienced something bad.,Có vẻ như nó đã trải qua một chuyện tồi tệ nào đó.,무슨 안 좋은 일을 당한 거 같네,Ele parece ter passado por algo ruim.,ดูเหมือนเขาจะเจอเรื่องร้ายๆ มานะ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
10234,,10000,2000,0,TRUE,FALSE,,0,,2,<>,<>,1,<0>,,,<>,希望不要出什么事才好,希望不要出什麼事才好,I hope nothing bad happens,Mình hy vọng không có chuyện gì xấu xảy ra,부디 아무 일 없길,Espero que nada de ruim aconteça,หวังว่าจะไม่มีเรื่องร้ายๆ เกิดขึ้นนะ,,,,,,,,,0,0,,,,,,,,,,,,<>,,0,,FALSE,
