变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,quality,exclusiveCards,itemsShow,languages,stackShow,strengthMax,strengthSeqID,advanceMax,advanceSeqID,advanceLvLimit,universalItems,attrTypes,attrNumRates,viceAttrRate,strengthAttrSeq,advanceAttrSeq,effect1,effect1LevelAdvSeq,effect2,effect2LevelAdvSeq,rebirthRMB,heldItemExp,fragID,produceGate1,produceGate2,produceGate3,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,effect
30319,小智的帽子,小智的帽子,Ash's Hat,Mũ Ash,지우의 모자,Chapéu do Ash,หมวกซาโตชิ,config/item/xddj/icon_pkqdmz.png,4,<>,TRUE,,199,80,4,7,54,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2152>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,4,4,113,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,114,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,8,280,28019,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30401,不朽之剑,不朽之劍,Immortal Sword,Kiếm Bất Diệt,불후의 검,Espada Imortal,ดาบอมตะ,config/item/xddj/icon_bxzj.png,5,<>,TRUE,,199,80,5,7,33,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,74,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,58,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28101,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30402,赤焰之爪,赤焰之爪,Crimson Flame Claw,Vuốt Lửa Đỏ,적염의 발톱,Garra da Chama Carmesim,กรงเล็บเพลิงสีชาด,config/item/xddj/icon_lyzz.png,5,<>,TRUE,,199,80,5,7,34,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,5,5,78,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,77,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28102,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30403,不朽之盾,不朽之盾,Immortal Shield,Khiên Bất Diệt,불후의 방패,Escudo Imortal,โล่อมตะ,config/item/xddj/icon_bxzd.png,5,<>,TRUE,,199,80,5,7,35,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,76,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,75,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28103,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30404,高能护腕,高能護腕,High-Energy Bracer,Vòng Tay Năng Lượng Cao,고에너지 팔찌,Braçadeira de Alta Energia,ข้อมือพลังงานสูง,config/item/xddj/icon_gnhw.png,5,<>,TRUE,,199,80,5,7,36,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;0.8;1;1;1;1>,0.5,5,5,80,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,79,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28104,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30405,强力手环,強力手環,Power Ring,Vòng Tay Sức Mạnh,강력한 팔찌,Power Ring,กำไลทรงพลัง,config/item/xddj/icon_qlsh.png,5,<>,TRUE,,199,80,5,7,37,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1.1;1.15;0.8;1.15;0.8>,0.5,5,5,82,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,81,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28105,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30406,精灵之笛,寶可夢之笛,Poké Flute,Sáo Pokémon,포켓몬피리,Flauta Pokémon,ขลุ่ยโปเกมอน,config/item/xddj/icon_bkmzd.png,5,<>,TRUE,,199,80,5,7,38,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1;1.1;1;1.1>,0.5,5,5,92,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,91,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28106,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30407,共鸣元素,共鳴元素,Resonance element,Nguyên Tố Cộng Hưởng,공명 원소,Resonance element,ธาตุสะท้อน,config/item/xddj/icon_gmys.png,5,<>,TRUE,,199,80,5,7,39,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,86,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,85,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28107,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30408,极巨腕带,極巨腕帶,Dynamax Band,Vòng Tay Dynamax,다이맥스밴드,Dynamax Band,ไดแมกซ์แบนด์,config/item/xddj/icon_jjwd.png,5,<>,TRUE,,199,80,5,7,40,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,0.5,5,5,88,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,87,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28108,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30409,西尔佛检视镜,西爾佛檢視鏡,Silph Scope,Kính Silph,실프스코프,Silph Scope,ซิลฟ์สโคป,config/item/xddj/icon_xefjsj.png,5,<>,TRUE,,199,80,5,7,41,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.1;0.9;1;1>,0.5,5,5,90,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,89,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28109,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30410,博士面具,博士面具,Professor's Mask,Mặt Nạ Giáo Sư,박사의 가면,Máscara do Professor,หน้ากากศาสตราจารย์,config/item/xddj/icon_bsdmz.png,5,<>,TRUE,,199,80,5,7,42,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,96,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,95,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28110,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30411,宝石手镯,寶石手鐲,Gem bracelet,Vòng Tay Đá Quý,보석 팔찌,Gem bracelet,กำไลอัญมณี,config/item/xddj/icon_bssz.png,5,<>,TRUE,,199,80,5,7,47,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,99,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,100,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28111,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30412,超级眼镜,超級眼鏡,Mega Glasses,Kính Mega,메가안경,Mega Óculos,เมก้าแว่นตา,config/item/xddj/icon_cjyj.png,5,<>,TRUE,,199,80,5,7,48,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,5,5,101,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,102,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28112,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30413,超级领针,超級領針,Mega Stickpin,Ghim Cài Mega,메가브로치,Mega Stickpin,เข็มกลัดเมก้า,config/item/xddj/icon_cjlz.png,5,<>,TRUE,,199,80,5,7,49,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,103,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,104,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28113,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30414,防尘护目镜,防塵護目鏡,Safety Goggles,Kính Chống Bụi,방진고글,Óculos de Proteção,แว่นตากันฝุ่น,config/item/xddj/icon_fchmj.png,5,<>,TRUE,,199,80,5,7,50,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,105,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,106,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28114,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30415,超能腕表,超能腕錶,Mega Watch,Đồng Hồ Tâm Linh,사이코 워치,Mega Watch,นาฬิกาพลังจิต,config/item/xddj/icon_cnwb.png,5,<>,TRUE,,199,80,5,7,51,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,107,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,108,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28115,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30416,探宝器,探寶器,Dowsing Machine,Máy Dò Tìm,다우징머신,Dowsing Machine,เครื่องค้นหาสมบัติ,config/item/xddj/icon_tbq.png,5,<>,TRUE,,199,80,5,7,52,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,109,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,110,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28116,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30417,现形镜,現形鏡,Reveal Glass,Gương Phản Chiếu,리Reveal Glass,Reveal Glass,กระจกสะท้อนร่าง,config/item/xddj/icon_xxj.png,5,<>,TRUE,,199,80,5,7,53,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,111,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,112,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28117,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30418,神秘项链,神秘項鍊,Mystery Necklace,Vòng Cổ Bí Ẩn,신비한 목걸이,Colar Misterioso,สร้อยคอลึกลับ,config/item/xddj/icon_smxl.png,5,<>,TRUE,,199,80,5,7,55,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.9;1.05;1;1.05;1>,0.5,5,5,115,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,116,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28118,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30419,超能轮滑鞋,超能輪滑鞋,Mega Roller Skates,Giày Trượt Tâm Linh,사이코 스케이트,Mega Roller Skates,โรลเลอร์สเก็ตพลังจิต,config/item/xddj/icon_cjlhx.png,5,<>,TRUE,,199,80,5,7,56,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,117,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,118,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28119,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30420,武士头盔,武士頭盔,Samurai Helmet,Mũ Samurai,무사 투구,Capacete de Samurai,หมวกซามูไร,config/item/xddj/icon_wstk.png,5,<>,TRUE,,199,80,5,7,57,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,119,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,120,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28120,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30421,痛苦面具,痛苦面具,Mask of Pain,Mặt Nạ Đau Khổ,고통의 가면,Mask of Pain,หน้ากากแห่งความทุกข์,config/item/xddj/icon_tkmj.png,5,<>,TRUE,,199,80,5,7,58,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,121,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,122,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28121,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30422,葛拉西蒂亚花,葛拉西蒂亞花,Gracidea,Hoa Gracidea,그라시데아꽃,Gracidea,ดอกไม้เกรซิเดีย,config/item/xddj/icon_glxdyh.png,5,<>,FALSE,,199,80,5,7,59,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.2;1.1;0.8;1;0.8;1>,0.5,5,5,123,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,124,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28122,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30423,索尔合体器,索爾合體器,N-Solarizer,Máy Hợp Thể N-Solar,N-솔라라이저,N-Solarizer,เครื่องรวมร่างโซลาร์,config/item/xddj/icon_sehtq.png,5,<>,TRUE,,199,80,5,7,60,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1.1;1.1;0.9;1.1;0.9>,0.5,5,5,125,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,126,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28123,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30424,基因之楔,基因之楔,DNA Splicers,Nêm Gen,유전자쐐기,DNA Splicers,ลิ่มยีนส์,config/item/xddj/icon_jyzx.png,5,<>,TRUE,,199,80,5,7,61,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;0.8;1.1;1;1.1;1>,0.5,5,5,127,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,128,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28124,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30425,神隐王冠,神隱王冠,Spirited Away Crown,Vương Miện Vô Hình,숨겨진 왕관,Spirited Away Crown,มงกุฎล่องหน,config/item/xddj/icon_smwg.png,5,<>,TRUE,,199,80,5,7,62,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,129,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,130,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28125,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30426,骑士长矛,騎士長矛,Knight Spear,Thương Hiệp Sĩ,기사의 창,Knight Spear,หอกอัศวิน,config/item/xddj/icon_qscm.png,5,<>,TRUE,,199,80,5,7,63,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,131,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,132,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28126,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30427,火焰宝珠,火焰寶珠,Flame Orb,Ngọc Lửa,화염구슬,Orbe de Fogo,ลูกแก้วเพลิง,config/item/xddj/icon_hybz.png,5,<>,TRUE,,199,80,5,7,64,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1.2;0.8;1.2;0.8>,0.5,5,5,133,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,134,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28127,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30428,迅猛铃铛,迅猛鈴鐺,Swift Bell,Chuông Tốc Hành,신속의 방울,Sino Rápido,กระดิ่งว่องไว,config/item/xddj/icon_gjld.png,5,<>,TRUE,,199,80,5,7,65,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1.1;0.9>,0.5,5,5,135,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,136,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28128,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30429,坚固铃铛,堅固鈴鐺,Sturdy Bell,Chuông Bền Bỉ,견고한 방울,Sino Resistente,กระดิ่งแข็งแกร่ง,config/item/xddj/icon_fyld.png,5,<>,TRUE,,199,80,5,7,66,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1.1;0.9;1;1;1;1>,0.5,5,5,137,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,138,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28129,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30430,羁绊铃铛,羈絆鈴鐺,Bond Bell,Chuông Gắn Kết,유대의 방울,Sino de Vínculo,กระดิ่งสายใย,config/item/xddj/icon_kzld.png,5,<>,TRUE,,199,80,5,7,67,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,139,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,140,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28130,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30431,基因多面体,基因多面體,Zygarde Cube,Khối Đa Diện Gen,유전자 다면체,Zygarde Cube,ทรงหลายหน้ายีนส์,config/item/xddj/icon_rhdmq.png,5,<>,TRUE,,199,80,5,7,68,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;0.9;1.1>,0.5,5,5,141,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,142,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28131,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
30432,鬼手拳套,鬼手拳套,Ghost Hand Gloves,Găng Tay Ma Quái,귀신의 손 건틀릿,Ghost Hand Gloves,ถุงมือภูตผี,config/item/xddj/icon_mxd.png,5,<>,TRUE,,199,80,5,7,69,<3;6;9;12;15;18;21;24;27;30;40;50;60;70;80>,<2153>,<1;13;7;9;8;10>,<1;1;1;1;1;1>,0.5,5,5,143,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,144,<0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15>,10,520,28132,,,,可通过特殊运营活动获得,可透過特殊營運活動獲得,Obtainable through special events,Có thể nhận qua sự kiện đặc biệt,특별 운영 이벤트를 통해 획득 가능,Obtido através de eventos especiais,สามารถรับได้จากกิจกรรมพิเศษ,{drawcard=zi_effect_loop;gain=zi_effect_loop}
