变量名,type,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,icon,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr;pt>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务描述_韩,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务标题_韩,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1055,0,主角等级达到56级,主角等級達到56級,Trainer level reaches level 56,Cấp độ Nhà huấn luyện đạt cấp 56,주인공 56레벨 달성,Nível de Treinador atinge o nível 56,ระดับเทรนเนอร์ถึงเลเวล 56,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,56,,56,1,0,0,0,0,,8,1000,56,0,{rmb=25;gold=7500},10000
1056,0,主角等级达到57级,主角等級達到57級,Trainer level reaches level 57,Cấp độ Nhà huấn luyện đạt cấp 57,주인공 57레벨 달성,Nível de Treinador atinge o nível 57,ระดับเทรนเนอร์ถึงเลเวล 57,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,57,,57,1,0,0,0,0,,9,1000,57,0,{rmb=25;gold=7500},10000
1057,0,主角等级达到58级,主角等級達到58級,Trainer level reaches level 58,Cấp độ Nhà huấn luyện đạt cấp 58,주인공 58레벨 달성,Nível de Treinador atinge o nível 58,ระดับเทรนเนอร์ถึงเลเวล 58,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,58,,58,1,0,0,0,0,,10,1000,58,0,{rmb=25;gold=7500},10000
1058,0,主角等级达到59级,主角等級達到59級,Trainer level reaches level 59,Cấp độ Nhà huấn luyện đạt cấp 59,주인공 59레벨 달성,Nível de Treinador atinge o nível 59,ระดับเทรนเนอร์ถึงเลเวล 59,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,59,,59,1,0,0,0,0,,11,1000,59,0,{rmb=25;gold=7500},10000
1059,0,主角等级达到60级,主角等級達到60級,Trainer level reaches level 60,Cấp độ Nhà huấn luyện đạt cấp 60,주인공 60레벨 달성,Nível de Treinador atinge o nível 60,ระดับเทรนเนอร์ถึงเลเวล 60,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,60,,60,1,0,0,0,0,,12,1000,60,0,{rmb=30;gold=10000},10000
1060,0,主角等级达到61级,主角等級達到61級,Trainer level reaches level 61,Cấp độ Nhà huấn luyện đạt cấp 61,주인공 61레벨 달성,Nível de Treinador atinge o nível 61,ระดับเทรนเนอร์ถึงเลเวล 61,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,61,,61,1,0,0,0,0,,13,1000,61,0,{rmb=30;gold=10000},10000
1061,0,主角等级达到62级,主角等級達到62級,Trainer level reaches level 62,Cấp độ Nhà huấn luyện đạt cấp 62,주인공 62레벨 달성,Nível de Treinador atinge o nível 62,ระดับเทรนเนอร์ถึงเลเวล 62,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,62,,62,1,0,0,0,0,,0,1000,62,0,{rmb=30;gold=10000},10000
1062,0,主角等级达到63级,主角等級達到63級,Trainer level reaches level 63,Cấp độ Nhà huấn luyện đạt cấp 63,주인공 63레벨 달성,Nível de Treinador atinge o nível 63,ระดับเทรนเนอร์ถึงเลเวล 63,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,63,,63,1,0,0,0,0,,1,1000,63,0,{rmb=30;gold=10000},10000
1063,0,主角等级达到64级,主角等級達到64級,Trainer level reaches level 64,Cấp độ Nhà huấn luyện đạt cấp 64,주인공 64레벨 달성,Nível de Treinador atinge o nível 64,ระดับเทรนเนอร์ถึงเลเวล 64,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,64,,64,1,0,0,0,0,,1,1000,64,0,{rmb=30;gold=10000},10000
1064,0,主角等级达到65级,主角等級達到65級,Trainer level reaches level 65,Cấp độ Nhà huấn luyện đạt cấp 65,주인공 65레벨 달성,Nível de Treinador atinge o nível 65,ระดับเทรนเนอร์ถึงเลเวล 65,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,65,,65,1,0,0,0,0,,4,1000,65,0,{rmb=30;gold=10000},10000
1065,0,主角等级达到66级,主角等級達到66級,Trainer level reaches level 66,Cấp độ Nhà huấn luyện đạt cấp 66,주인공 66레벨 달성,Nível de Treinador atinge o nível 66,ระดับเทรนเนอร์ถึงเลเวล 66,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,66,,66,1,0,0,0,0,,3,1000,66,0,{rmb=30;gold=10000},10000
1066,0,主角等级达到67级,主角等級達到67級,Trainer level reaches level 67,Cấp độ Nhà huấn luyện đạt cấp 67,주인공 67레벨 달성,Nível de Treinador atinge o nível 67,ระดับเทรนเนอร์ถึงเลเวล 67,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,67,,67,1,0,0,0,0,,3,1000,67,0,{rmb=30;gold=10000},10000
1067,0,主角等级达到68级,主角等級達到68級,Trainer level reaches level 68,Cấp độ Nhà huấn luyện đạt cấp 68,주인공 68레벨 달성,Nível de Treinador atinge o nível 68,ระดับเทรนเนอร์ถึงเลเวล 68,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,68,,68,1,0,0,0,0,,3,1000,68,0,{rmb=30;gold=10000},10000
1068,0,主角等级达到69级,主角等級達到69級,Trainer level reaches level 69,Cấp độ Nhà huấn luyện đạt cấp 69,주인공 69레벨 달성,Nível de Treinador atinge o nível 69,ระดับเทรนเนอร์ถึงเลเวล 69,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,69,,69,1,0,0,0,0,,2,1000,69,0,{rmb=30;gold=10000},10000
1069,0,主角等级达到70级,主角等級達到70級,Trainer level reaches level 70,Cấp độ Nhà huấn luyện đạt cấp 70,주인공 70레벨 달성,Nível de Treinador atinge o nível 70,ระดับเทรนเนอร์ถึงเลเวล 70,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,70,,70,1,0,0,0,0,,2,1000,70,0,{rmb=30;gold=10000},10000
1070,0,主角等级达到71级,主角等級達到71級,Trainer level reaches level 71,Cấp độ Nhà huấn luyện đạt cấp 71,주인공 71레벨 달성,Nível de Treinador atinge o nível 71,ระดับเทรนเนอร์ถึงเลเวล 71,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,71,,71,1,0,0,0,0,,2,1000,71,0,{rmb=30;gold=10000},10000
1071,0,主角等级达到72级,主角等級達到72級,Trainer level reaches level 72,Cấp độ Nhà huấn luyện đạt cấp 72,주인공 72레벨 달성,Nível de Treinador atinge o nível 72,ระดับเทรนเนอร์ถึงเลเวล 72,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,72,,72,1,0,0,0,0,,2,1000,72,0,{rmb=30;gold=10000},10000
1072,0,主角等级达到73级,主角等級達到73級,Trainer level reaches level 73,Cấp độ Nhà huấn luyện đạt cấp 73,주인공 73레벨 달성,Nível de Treinador atinge o nível 73,ระดับเทรนเนอร์ถึงเลเวล 73,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,73,,73,1,0,0,0,0,,3,1000,73,0,{rmb=30;gold=10000},10000
1073,0,主角等级达到74级,主角等級達到74級,Trainer level reaches level 74,Cấp độ Nhà huấn luyện đạt cấp 74,주인공 74레벨 달성,Nível de Treinador atinge o nível 74,ระดับเทรนเนอร์ถึงเลเวล 74,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,74,,74,1,0,0,0,0,,4,1000,74,0,{rmb=30;gold=10000},10000
1074,0,主角等级达到75级,主角等級達到75級,Trainer level reaches level 75,Cấp độ Nhà huấn luyện đạt cấp 75,주인공 75레벨 달성,Nível de Treinador atinge o nível 75,ระดับเทรนเนอร์ถึงเลเวล 75,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,75,,75,1,0,0,0,0,,5,1000,75,0,{rmb=30;gold=10000},10000
1075,0,主角等级达到76级,主角等級達到76級,Trainer level reaches level 76,Cấp độ Nhà huấn luyện đạt cấp 76,주인공 76레벨 달성,Nível de Treinador atinge o nível 76,ระดับเทรนเนอร์ถึงเลเวล 76,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,76,,76,1,0,0,0,0,,6,1000,76,0,{rmb=30;gold=10000},10000
1076,0,主角等级达到77级,主角等級達到77級,Trainer level reaches level 77,Cấp độ Nhà huấn luyện đạt cấp 77,주인공 77레벨 달성,Nível de Treinador atinge o nível 77,ระดับเทรนเนอร์ถึงเลเวล 77,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,77,,77,1,0,0,0,0,,7,1000,77,0,{rmb=30;gold=10000},10000
1077,0,主角等级达到78级,主角等級達到78級,Trainer level reaches level 78,Cấp độ Nhà huấn luyện đạt cấp 78,주인공 78레벨 달성,Nível de Treinador atinge o nível 78,ระดับเทรนเนอร์ถึงเลเวล 78,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,78,,78,1,0,0,0,0,,8,1000,78,0,{rmb=30;gold=10000},10000
1078,0,主角等级达到79级,主角等級達到79級,Trainer level reaches level 79,Cấp độ Nhà huấn luyện đạt cấp 79,주인공 79레벨 달성,Nível de Treinador atinge o nível 79,ระดับเทรนเนอร์ถึงเลเวล 79,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,79,,79,1,0,0,0,0,,9,1000,79,0,{rmb=30;gold=10000},10000
1079,0,主角等级达到80级,主角等級達到80級,Trainer level reaches level 80,Cấp độ Nhà huấn luyện đạt cấp 80,주인공 80레벨 달성,Nível de Treinador atinge o nível 80,ระดับเทรนเนอร์ถึงเลเวล 80,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,80,,80,1,0,0,0,0,,10,1000,80,0,{rmb=30;gold=10000},10000
1080,0,主角等级达到81级,主角等級達到81級,Trainer level reaches level 81,Cấp độ Nhà huấn luyện đạt cấp 81,주인공 81레벨 달성,Nível de Treinador atinge o nível 81,ระดับเทรนเนอร์ถึงเลเวล 81,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,81,,81,1,0,0,0,0,,11,1000,81,0,{rmb=30;gold=10000},10000
1081,0,主角等级达到82级,主角等級達到82級,Trainer level reaches level 82,Cấp độ Nhà huấn luyện đạt cấp 82,주인공 82레벨 달성,Nível de Treinador atinge o nível 82,ระดับเทรนเนอร์ถึงเลเวล 82,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,82,,82,1,0,0,0,0,,12,1000,82,0,{rmb=30;gold=10000},10000
1082,0,主角等级达到83级,主角等級達到83級,Trainer level reaches level 83,Cấp độ Nhà huấn luyện đạt cấp 83,주인공 83레벨 달성,Nível de Treinador atinge o nível 83,ระดับเทรนเนอร์ถึงเลเวล 83,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,83,,83,1,0,0,0,0,,13,1000,83,0,{rmb=30;gold=10000},10000
1083,0,主角等级达到84级,主角等級達到84級,Trainer level reaches level 84,Cấp độ Nhà huấn luyện đạt cấp 84,주인공 84레벨 달성,Nível de Treinador atinge o nível 84,ระดับเทรนเนอร์ถึงเลเวล 84,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,84,,84,1,0,0,0,0,,14,1000,84,0,{rmb=30;gold=10000},10000
1084,0,主角等级达到85级,主角等級達到85級,Trainer level reaches level 85,Cấp độ Nhà huấn luyện đạt cấp 85,주인공 85레벨 달성,Nível de Treinador atinge o nível 85,ระดับเทรนเนอร์ถึงเลเวล 85,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,85,,85,1,0,0,0,0,,15,1000,85,0,{rmb=30;gold=10000},10000
1085,0,主角等级达到86级,主角等級達到86級,Trainer level reaches level 86,Cấp độ Nhà huấn luyện đạt cấp 86,주인공 86레벨 달성,Nível de Treinador atinge o nível 86,ระดับเทรนเนอร์ถึงเลเวล 86,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,86,,86,1,0,0,0,0,,16,1000,86,0,{rmb=30;gold=10000},10000
1086,0,主角等级达到87级,主角等級達到87級,Trainer level reaches level 87,Cấp độ Nhà huấn luyện đạt cấp 87,주인공 87레벨 달성,Nível de Treinador atinge o nível 87,ระดับเทรนเนอร์ถึงเลเวล 87,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,87,,87,1,0,0,0,0,,17,1000,87,0,{rmb=30;gold=10000},10000
1087,0,主角等级达到88级,主角等級達到88級,Trainer level reaches level 88,Cấp độ Nhà huấn luyện đạt cấp 88,주인공 88레벨 달성,Nível de Treinador atinge o nível 88,ระดับเทรนเนอร์ถึงเลเวล 88,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,88,,88,1,0,0,0,0,,18,1000,88,0,{rmb=30;gold=10000},10000
1088,0,主角等级达到89级,主角等級達到89級,Trainer level reaches level 89,Cấp độ Nhà huấn luyện đạt cấp 89,주인공 89레벨 달성,Nível de Treinador atinge o nível 89,ระดับเทรนเนอร์ถึงเลเวล 89,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,89,,89,1,0,0,0,0,,19,1000,89,0,{rmb=30;gold=10000},10000
1089,0,主角等级达到90级,主角等級達到90級,Trainer level reaches level 90,Cấp độ Nhà huấn luyện đạt cấp 90,주인공 90레벨 달성,Nível de Treinador atinge o nível 90,ระดับเทรนเนอร์ถึงเลเวล 90,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,90,,90,1,0,0,0,0,,20,1000,90,0,{rmb=30;gold=10000},10000
1090,0,主角等级达到91级,主角等級達到91級,Trainer level reaches level 91,Cấp độ Nhà huấn luyện đạt cấp 91,주인공 91레벨 달성,Nível de Treinador atinge o nível 91,ระดับเทรนเนอร์ถึงเลเวล 91,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,91,,91,1,0,0,0,0,,0,1000,91,0,{rmb=30;gold=10000},10000
1091,0,主角等级达到92级,主角等級達到92級,Trainer level reaches level 92,Cấp độ Nhà huấn luyện đạt cấp 92,주인공 92레벨 달성,Nível de Treinador atinge o nível 92,ระดับเทรนเนอร์ถึงเลเวล 92,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,92,,92,1,0,0,0,0,,1,1000,92,0,{rmb=30;gold=10000},10000
1092,0,主角等级达到93级,主角等級達到93級,Trainer level reaches level 93,Cấp độ Nhà huấn luyện đạt cấp 93,주인공 93레벨 달성,Nível de Treinador atinge o nível 93,ระดับเทรนเนอร์ถึงเลเวล 93,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,93,,93,1,0,0,0,0,,2,1000,93,0,{rmb=30;gold=10000},10000
1093,0,主角等级达到94级,主角等級達到94級,Trainer level reaches level 94,Cấp độ Nhà huấn luyện đạt cấp 94,주인공 94레벨 달성,Nível de Treinador atinge o nível 94,ระดับเทรนเนอร์ถึงเลเวล 94,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,94,,94,1,0,0,0,0,,3,1000,94,0,{rmb=30;gold=10000},10000
1094,0,主角等级达到95级,主角等級達到95級,Trainer level reaches level 95,Cấp độ Nhà huấn luyện đạt cấp 95,주인공 95레벨 달성,Nível de Treinador atinge o nível 95,ระดับเทรนเนอร์ถึงเลเวล 95,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,95,,95,1,0,0,0,0,,4,1000,95,0,{rmb=30;gold=10000},10000
1095,0,主角等级达到96级,主角等級達到96級,Trainer level reaches level 96,Cấp độ Nhà huấn luyện đạt cấp 96,주인공 96레벨 달성,Nível de Treinador atinge o nível 96,ระดับเทรนเนอร์ถึงเลเวล 96,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,96,,96,1,0,0,0,0,,5,1000,96,0,{rmb=30;gold=10000},10000
1096,0,主角等级达到97级,主角等級達到97級,Trainer level reaches level 97,Cấp độ Nhà huấn luyện đạt cấp 97,주인공 97레벨 달성,Nível de Treinador atinge o nível 97,ระดับเทรนเนอร์ถึงเลเวล 97,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,97,,97,1,0,0,0,0,,6,1000,97,0,{rmb=30;gold=10000},10000
1097,0,主角等级达到98级,主角等級達到98級,Trainer level reaches level 98,Cấp độ Nhà huấn luyện đạt cấp 98,주인공 98레벨 달성,Nível de Treinador atinge o nível 98,ระดับเทรนเนอร์ถึงเลเวล 98,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,98,,98,1,0,0,0,0,,7,1000,98,0,{rmb=30;gold=10000},10000
1098,0,主角等级达到99级,主角等級達到99級,Trainer level reaches level 99,Cấp độ Nhà huấn luyện đạt cấp 99,주인공 99레벨 달성,Nível de Treinador atinge o nível 99,ระดับเทรนเนอร์ถึงเลเวล 99,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,99,,99,1,0,0,0,0,,8,1000,99,0,{rmb=30;gold=10000},10000
1099,0,主角等级达到100级,主角等級達到100級,Trainer level reaches level 100,Cấp độ Nhà huấn luyện đạt cấp 100,주인공 100레벨 달성,Nível de Treinador atinge o nível 100,ระดับเทรนเนอร์ถึงเลเวล 100,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,100,,100,1,0,0,0,0,,9,1000,100,0,{rmb=30;gold=10000},10000
1100,0,主角等级达到101级,主角等級達到101級,Trainer level reaches level 101,Cấp độ Nhà huấn luyện đạt cấp 101,주인공 101레벨 달성,Nível de Treinador atinge o nível 101,ระดับเทรนเนอร์ถึงเลเวล 101,city/task/icon_actionup.png,成长奖励,成長獎勵,Growth Rewards,Phần thưởng tăng trưởng,성장 보상,Growth Rewards,รางวัลการเติบโต,1,101,,101,1,0,0,0,0,,10,1000,101,0,{rmb=30;gold=10000},10000
1101,0,通关第一章普通关卡3,通關第一章普通關卡3,Clear Chapter 1-3 of Normal level,Vượt qua Chương 1-3 của cấp độ Thường,챕터1 일반 스테이지3 클리어,Concluir Capítulo 1-3 do nível Normal,เคลียร์บทที่ 1-3 ของระดับปกติ,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10103,,1,1,0,0,0,0,,12,1100,1,0,{11=5;gold=2000},10103
1102,0,通关第二章普通关卡2,通關第二章普通關卡2,Pass Instance  Chapter 2 (Normal) Stage2,Vượt qua Phó bản Chương 2 (Thường) Màn 2,챕터2 일반 스테이지2 클리어,Passar da Instância Capítulo 2 (Normal) Estágio 2,ผ่านด่านบทที่ 2 (ปกติ) ด่านที่ 2,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10202,,1,1,0,0,0,0,,13,1100,2,0,{11=5;gold=2000},10202
1103,0,通关第二章普通关卡5,通關第二章普通關卡5,Pass Instance  Chapter 2 (Normal) Stage5,Vượt qua Phó bản Chương 2 (Thường) Màn 5,챕터2 일반 스테이지5 클리어,Passar da Instância Capítulo 2 (Normal) Estágio 5,ผ่านด่านบทที่ 2 (ปกติ) ด่านที่ 5,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10205,,1,1,0,0,0,0,,14,1100,3,0,{11=5;gold=2000},10205
1104,0,通关第三章普通关卡2,通關第三章普通關卡2,Pass Instance  Chapter 3 (Normal) Stage2,Vượt qua Phó bản Chương 3 (Thường) Màn 2,챕터3 일반 스테이지2 클리어,Passar da Instância Capítulo 3 (Normal) Estágio 2,ผ่านด่านบทที่ 3 (ปกติ) ด่านที่ 2,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10302,,1,1,0,0,0,0,,15,1100,4,0,{11=5;gold=2500},10302
1105,0,通关第三章普通关卡5,通關第三章普通關卡5,Pass Instance  Chapter 3 (Normal) Stage5,Vượt qua Phó bản Chương 3 (Thường) Màn 5,챕터3 일반 스테이지5 클리어,Passar da Instância Capítulo 3 (Normal) Estágio 5,ผ่านด่านบทที่ 3 (ปกติ) ด่านที่ 5,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10305,,1,1,0,0,0,0,,16,1100,5,0,{11=5;gold=2500},10305
1106,0,通关第三章普通关卡8,通關第三章普通關卡8,Pass Instance  Chapter 3 (Normal) Stage8,Vượt qua Phó bản Chương 3 (Thường) Màn 8,챕터3 일반 스테이지8 클리어,Passar da Instância Capítulo 3 (Normal) Estágio 8,ผ่านด่านบทที่ 3 (ปกติ) ด่านที่ 8,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10308,,1,1,0,0,0,0,,17,1100,6,0,{11=5;gold=2500},10308
1107,0,通关第四章普通关卡2,通關第四章普通關卡2,Pass Instance  Chapter 4 (Normal) Stage2,Vượt qua Phó bản Chương 4 (Thường) Màn 2,챕터4 일반 스테이지2 클리어,Passar da Instância Capítulo 4 (Normal) Estágio 2,ผ่านด่านบทที่ 4 (ปกติ) ด่านที่ 2,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10402,,1,1,0,0,0,0,,18,1100,7,0,{11=5;gold=3000},10402
1108,0,通关第四章普通关卡5,通關第四章普通關卡5,Pass Instance  Chapter 4 (Normal) Stage5,Vượt qua Phó bản Chương 4 (Thường) Màn 5,챕터4 일반 스테이지5 클리어,Passar da Instância Capítulo 4 (Normal) Estágio 5,ผ่านด่านบทที่ 4 (ปกติ) ด่านที่ 5,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10405,,1,1,0,0,0,0,,19,1100,8,0,{11=5;gold=3000},10405
1109,0,通关第四章普通关卡8,通關第四章普通關卡8,Pass Instance  Chapter 4 (Normal) Stage8,Vượt qua Phó bản Chương 4 (Thường) Màn 8,챕터4 일반 스테이지8 클리어,Passar da Instância Capítulo 4 (Normal) Estágio 8,ผ่านด่านบทที่ 4 (ปกติ) ด่านที่ 8,city/task/icon_action.png,奋勇作战,奮勇作戰,Fight Hard,Chiến đấu dũng cảm,임전무퇴,Fight Hard,ต่อสู้อย่างกล้าหาญ,2,10408,,1,1,0,0,0,0,,20,1100,9,0,{11=5;gold=3000},10408
